מק""ט,"שם תחנה",רחוב,בית,"שם עיר","קו אורך","קו רוחב","סוג תחנה","תחנת קצה","כמות קווים עוצרים","% נסיעות מעבר","נסיעות מתחנה ליעד","עצירות יומי","עצירות 04:00-06:00","עצירות 06:00-09:00","עצירות 09:00-12:00","עצירות 12:00-15:00","עצירות 15:00-19:00","עצירות 19:00-24:00","עצירות 24:00-04:00","תיקופים יומי","תיקופים 04:00-06:00","תיקופים 06:00-09:00","תיקופים 09:00-12:00","תיקופים 12:00-15:00","תיקופים 15:00-19:00","תיקופים 19:00-24:00","תיקופים 24:00-04:00"
19459,"העלייה/קדושי בגדד",העלייה,20,"באר שבע",34782299,31253136,"תחנה רגילה",רגילה,1,10.731052985,1.235412475,85,1,11,17,18,23,15,0,56.125,0.041666667,12.666666667,9.479166667,12.979166667,16.333333333,4.625,0
12130,"דרך שמשון/אברהם מחרז","דרך שמשון",0,"באר שבע",34782600,31254897,"תחנה רגילה",רגילה,3,7.006369427,1.356687898,93,0,9,17,20,27,20,0,13.395833333,0,3.270833333,1.5,3.770833333,3.479166667,1.375,0
12424,"דרך שמשון/אברהם מחרז","דרך שמשון",0,"באר שבע",34783309,31254058,"תחנה רגילה",רגילה,3,3.95256917,1.486166008,100,3,20,19,19,25,14,0,38.916666667,0.041666667,13.395833333,8.875,7.208333333,8.229166667,1.166666667,0
11091,"תיכון מקיף ג/דרך מצדה","דרך מצדה",176,"באר שבע",34780442,31258538,"תחנה רגילה",רגילה,4,8.050586058,1.372301049,131,1,16,28,31,36,19,0,102.791666667,0,6.791666667,15.020833333,47.3125,27.6875,5.979166667,0
18576,"מבצע יואב/מבצע נחשון","מבצע יואב",18,"באר שבע",34780959,31258891,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,1.5,0.5,0,0,0,1,0,0
19460,"תיכון מקיף ג'/דרך מצדה","דרך מצדה",93,"באר שבע",34781615,31258285,"תחנה רגילה",רגילה,5,4.511278195,1.626077389,148,5,34,26,28,39,16,0,365.25,8.895833333,74.104166667,75.041666667,115.9375,77.020833333,14.208333333,0.041666667
18577,"מבצע יואב/מבצע עובדה","מבצע יואב",19,"באר שבע",34780779,31259112,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,1,0,0,1,0,0,0,0
12202,"מבצע נחשון/מבצע יואב","מבצע נחשון",5,"באר שבע",34781157,31259416,"תחנה רגילה",רגילה,1,5.459508644,1.379435851,53,1,11,9,9,12,11,0,28.458333333,1.104166667,7.666666667,6.854166667,6.666666667,5,1.125,0.041666667
12281,"דרך מצדה/מבצע נחשון","דרך מצדה",154,"באר שבע",34783453,31258845,"תחנה רגילה",רגילה,5,12.231404959,1.436363636,139,1,16,28,31,41,22,0,21.8125,0,3.770833333,3.083333333,4.604166667,7.708333333,2.604166667,0.041666667
12203,"מבצע נחשון/מבצע דני","מבצע נחשון",13,"באר שבע",34782615,31259457,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,4.333333333,1,0.333333333,0,3,0,0,0
11100,"דרך המשחררים/דרך שמשון","דרך המשחררים",72,"באר שבע",34785786,31251214,"תחנה רגילה",רגילה,2,28.178694158,1.214776632,87,1,11,17,20,23,15,0,23.125,0,3.270833333,3.4375,5.416666667,6.9375,4.020833333,0.041666667
19425,"דרך המשחררים/דרך שמשון","דרך המשחררים",79,"באר שבע",34786284,31251237,"תחנה רגילה",רגילה,2,9.992193599,1.536299766,93,3,20,18,18,21,13,0,46.041666667,0.875,9.458333333,12.354166667,9.020833333,11.6875,2.645833333,0
11947,"יהודה הלוי/דרך המשחררים","יהודה הלוי",2,"באר שבע",34787061,31252406,"תחנה רגילה",רגילה,2,10.035087719,1.178245614,115,2,21,23,23,28,18,0,50.604166667,0,18.270833333,8.208333333,9.041666667,10.354166667,4.729166667,0
13265,ביאליק/בזל,"חיים נחמן ביאליק",88,"באר שבע",34789278,31248175,"תחנה רגילה",רגילה,8,14.826498423,1.155362776,247,1,37,47,50,67,45,0,85.958333333,0,9.875,12.979166667,18.791666667,31.375,12.9375,0
11116,ביאליק/בזל,"חיים נחמן ביאליק",89,"באר שבע",34789551,31248273,"תחנה רגילה",רגילה,8,9.14794576,1.563043918,262,5,57,48,51,60,41,0,145.3125,0.770833333,30.625,27.375,29,45.145833333,12.395833333,0
11746,סוקולוב/בזל,סוקולוב,14,"באר שבע",34790317,31247402,"תחנה רגילה",רגילה,1,0,1.5,2,0,0,0,2,0,0,0,1.4,0.2,0.2,0,0.8,0.2,0,0
12715,בזל/סוקולוב,בזל,0,"באר שבע",34790422,31247861,"תחנה רגילה",רגילה,4,14.384236453,1.155665025,210,2,31,43,44,55,35,0,35.458333333,0,7.645833333,5.458333333,8.520833333,11.1875,2.645833333,0
13271,סוקולוב/בזל,סוקולוב,5,"באר שבע",34791179,31247820,"תחנה רגילה",רגילה,2,11.931119311,1.617466175,132,3,27,26,25,32,19,0,33.375,0.208333333,7.166666667,9.166666667,6.458333333,8.333333333,2.041666667,0
13159,"דרך המשחררים/תל חי","דרך המשחררים",65,"באר שבע",34788936,31251825,"תחנה רגילה",רגילה,3,8.154859967,1.605436573,220,7,44,42,40,52,35,0,98.354166667,1.125,30.145833333,27.1875,18.1875,17.75,3.958333333,0
13146,"דרך המשחררים/בצלאל","דרך המשחררים",48,"באר שבע",34789186,31251992,"תחנה רגילה",רגילה,3,22.867420349,1.12692703,207,2,27,40,43,55,40,0,78.708333333,0.041666667,13.229166667,12.333333333,20.333333333,22.75,9.979166667,0.041666667
10088,"מכללת סמי שמעון/ביאליק","חיים נחמן ביאליק",54,"באר שבע",34790452,31250444,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,1.2,0.2,0.4,0.2,0.4,0,0,0
11294,"המכללה הטכנולוגית/דרך המשחררים","דרך המשחררים",47,"באר שבע",34791896,31251642,"תחנה רגילה",רגילה,8,14.215259646,1.588627792,380,11,81,70,70,87,61,0,121.770833333,0.583333333,26.375,28.125,26.833333333,31.666666667,8.1875,0
11293,"בי""""ס עמל/ביאליק","חיים נחמן ביאליק",65,"באר שבע",34791358,31252552,"תחנה רגילה",רגילה,3,19.113300493,1.224137931,145,1,24,29,30,37,24,0,55.5,0.208333333,14.166666667,11.104166667,11.479166667,13.75,4.791666667,0
11101,"דרך מצדה/בני אור","דרך מצדה",83,"באר שבע",34785640,31259008,"תחנה רגילה",רגילה,5,3.836460375,1.574628955,148,5,34,26,28,39,16,0,161.416666667,5.1875,47.125,39.75,33.875,29.916666667,5.5625,0
11107,"מרכז טניס סמסון/יהודה הלוי","יהודה הלוי",16,"באר שבע",34787748,31257254,"תחנה רגילה",רגילה,2,12.834224599,1.229946524,115,2,21,23,23,28,18,0,15,0,3.520833333,2.25,4.166666667,3.625,1.4375,0
11106,"מרכז טניס סמסון/יהודה הלוי","יהודה הלוי",0,"באר שבע",34787520,31257843,"תחנה רגילה",רגילה,2,12.482269504,1.443971631,115,2,18,22,23,29,21,0,35.645833333,0.25,7.166666667,7.25,10.645833333,7.020833333,3.3125,0
12204,"מבצע נחשון/שמעון בר גיורא","מבצע נחשון",43,"באר שבע",34786529,31260344,"תחנה רגילה",רגילה,2,15.254237288,1.336158192,52,1,11,9,9,12,10,0,9.75,0.041666667,1.958333333,1.541666667,1.666666667,3.5,1,0.041666667
13206,"דרך מצדה/יהודה הלוי","דרך מצדה",124,"באר שבע",34787042,31259173,"תחנה רגילה",רגילה,5,26.302083333,1.323784722,139,1,16,28,31,41,22,0,48.770833333,1,9.3125,8.604166667,10.5625,13.729166667,5.5,0.0625
11109,"יהודה הלוי/דרך מצדה","יהודה הלוי",0,"באר שבע",34787658,31259906,"תחנה רגילה",רגילה,2,8.799222168,1.441905688,165,5,33,32,32,38,25,0,81.5625,2.125,22.229166667,17.541666667,20.520833333,15.833333333,3.3125,0
11108,"יהודה הלוי/דרך מצדה","יהודה הלוי",24,"באר שבע",34787846,31259513,"תחנה רגילה",רגילה,3,29.45368171,1.199524941,173,1,29,34,35,45,29,0,45.5625,0.854166667,13.5,6.5,9.1875,11.395833333,4.125,0
12205,"שמעון בר גיורא/מבצע נחשון","שמעון בר גיורא",0,"באר שבע",34787030,31260427,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,3.5,0,0,0,3,0,0,0.5
11136,"מרכז חן/חיים נחמן ביאליק","חיים נחמן ביאליק",19,"באר שבע",34791508,31254135,"תחנה רגילה",רגילה,3,16.39654241,1.492976769,148,3,23,29,30,37,26,0,145.166666667,0.5,25.395833333,40.354166667,34.6875,36.333333333,7.895833333,0
13062,"מרכז חן/אינשטיין",איינשטיין,6,"באר שבע",34791438,31255110,"תחנה רגילה",רגילה,1,23.001631321,1.16639478,84,0,11,17,18,23,15,0,23.895833333,0.041666667,5.145833333,5.270833333,5.75,5.770833333,1.875,0.041666667
11292,"דרך מצדה/יהודה הלוי","דרך מצדה",75,"באר שבע",34788359,31258882,"תחנה רגילה",רגילה,8,10.523076923,1.459282051,294,9,61,53,59,77,35,0,164.041666667,4.708333333,42.041666667,40.458333333,37.0625,32.875,6.895833333,0
11122,איינשטיין/מנדלסון,איינשטיין,24,"באר שבע",34790683,31257016,"תחנה רגילה",רגילה,1,16.666666667,1.333333333,84,0,11,17,18,23,15,0,8.958333333,0,2.020833333,1.958333333,1.416666667,2.479166667,1.083333333,0
11133,"דרך מצדה/רבי טרפון","דרך מצדה",42,"באר שבע",34791508,31258507,"תחנה רגילה",רגילה,8,21.302325581,1.2,281,1,36,56,61,81,46,0,35.395833333,0,6.145833333,6.729166667,7.625,10.25,4.520833333,0.125
13056,"רבי עקיבא/שמעון בר גיורא","רבי עקיבא",68,"באר שבע",34790573,31260757,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,1,0,0.25,0,0.5,0.125,0.125,0
11145,"ויצמן/מגן דוד אדום",וייצמן,22,"באר שבע",34792940,31248633,"תחנה רגילה",רגילה,3,23.372781065,1.125,208,2,29,43,44,55,35,0,122.520833333,0.125,15.520833333,22.958333333,32.375,36.416666667,15.125,0
14330,"דואר/יצחק רגר","יצחק רגר",4,"באר שבע",34795886,31245028,"תחנה רגילה",רגילה,38,46.64823333,1.09180566,1471,20,228,282,294,380,262,5,2848.708333333,8.208333333,277.5625,605.583333333,739.875,868.833333333,348.479166667,0.166666667
19427,"וייצמן/מנדלי מוכר ספרים",וייצמן,11,"באר שבע",34794226,31247723,"תחנה רגילה",רגילה,3,15.63896336,1.655049151,223,6,45,44,43,53,32,0,36.979166667,0.458333333,8.375,9.958333333,8.333333333,8.333333333,1.520833333,0
13018,"וייצמן / בלפור",וייצמן,2,"באר שבע",34795872,31247022,"תחנה רגילה",רגילה,3,44.847870183,1.078701826,208,2,29,43,44,55,35,0,396.375,0.041666667,35.1875,90.041666667,105.020833333,121.479166667,44.604166667,0
19462,"אוסישקין/כיכר אליעזר קפלן",אוסישקין,4,"באר שבע",34792107,31249507,"תחנה רגילה",רגילה,1,12.377210216,1.637524558,91,3,18,18,18,21,13,0,30.1875,0.041666667,6.354166667,7.708333333,7.1875,7.9375,0.958333333,0
16353,"המכללה הטכנולוגית/דרך המשחררים","דרך המשחררים",30,"באר שבע",34792427,31251819,"תחנה רגילה",רגילה,6,13.920163767,1.121289662,191,1,28,33,38,54,37,0,70.916666667,0,14.145833333,8.333333333,19,21.770833333,7.666666667,0
12467,"שמעוני/דרך המשחררים",שמעוני,22,"באר שבע",34795614,31251770,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,1,0,0,0,0,0.666666667,0.333333333,0
14340,"יצחק רגר/וייצמן","יצחק רגר",0,"באר שבע",34796464,31246043,"תחנה רגילה",רגילה,29,45.643186516,1.119573859,737,17,145,139,133,175,127,1,457.541666667,0.125,22.4375,84.145833333,142.020833333,166.166666667,41.770833333,0.875
13459,"ויצמן / שד' רגר",וייצמן,0,"באר שבע",34796295,31246623,"תחנה רגילה",רגילה,3,41.195304162,1.524012807,223,6,45,44,43,53,32,0,36.979166667,0.125,6.125,13.375,8,7.833333333,1.520833333,0
19482,"הנרייטה סולד/מדרחוב התקווה","הנרייטה סולד",0,"באר שבע",34797891,31246893,"תחנה רגילה",רגילה,7,62.841628959,1.156108597,329,9,55,62,63,80,60,0,428.9375,8.0625,78.75,116.6875,103.875,97.520833333,24.041666667,0
13107,"בית רסקו/יצחק רגר","יצחק רגר",26,"באר שבע",34797811,31247534,"תחנה רגילה",רגילה,43,32.117637285,1.0724433,610,5,88,101,123,165,124,4,464.125,1.645833333,43.875,87.270833333,131.583333333,158.125,41.416666667,0.208333333
11297,"גן הראשונים/יצחק רגר","יצחק רגר",27,"באר שבע",34797645,31247889,"תחנה רגילה",רגילה,16,50.752574597,1.347768682,844,27,172,154,154,200,132,5,154.354166667,0.4375,29.104166667,39.6875,31.020833333,38.208333333,15.895833333,0
19819,"הנרייטה סולד/מדרחוב התקווה","הנרייטה סולד",0,"באר שבע",34798566,31246939,"תחנה רגילה",רגילה,7,31.859825928,1.262253779,326,9,50,63,63,82,58,1,183.604166667,0.854166667,12.520833333,46.625,55.708333333,56.875,10.75,0.270833333
15357,"עיריית באר שבע/יצחק רגר","יצחק רגר",36,"באר שבע",34798276,31249347,"תחנה רגילה",רגילה,15,27.73620799,1.118579581,618,8,96,117,123,163,106,5,322.270833333,1.145833333,30.041666667,65.708333333,79.145833333,101,45.145833333,0.083333333
15356,"עיריית באר שבע/יצחק רגר","יצחק רגר",37,"באר שבע",34798065,31250112,"תחנה רגילה",רגילה,70,31.818181818,1.30015674,1314,33,272,231,230,322,217,9,142.375,0.583333333,19.875,25.666666667,30.770833333,44.75,20.520833333,0.208333333
11296,"מכללת אתגר/דרך המשחררים","דרך המשחררים",7,"באר שבע",34796607,31251121,"תחנה רגילה",רגילה,7,18.518518519,1.52,289,8,63,52,52,66,48,0,47.270833333,0.25,8.583333333,11.854166667,10.041666667,12.270833333,4.270833333,0
11198,"משכן לאומנויות הבמה/דרך המשחררים","דרך המשחררים",8,"באר שבע",34796270,31251387,"תחנה רגילה",רגילה,7,43.052997749,1.093308778,275,1,39,50,56,77,52,0,168.104166667,0.208333333,35.270833333,29.75,37.291666667,42,23.541666667,0.041666667
12430,"יצחק רגר/שדרות שז""""ר","יצחק רגר",44,"באר שבע",34798681,31251284,"תחנה רגילה",רגילה,34,15.736607143,1.03125,341,2,56,52,64,90,77,0,27.583333333,0.125,4.583333333,3.083333333,8.229166667,7.479166667,4.083333333,0
12429,"יצחק רגר/ליאונרד ברנשטיין","יצחק רגר",45,"באר שבע",34798678,31252279,"תחנה רגילה",רגילה,10,25.565159574,1.399268617,577,17,113,104,106,139,93,5,114.416666667,0.083333333,12.520833333,27.979166667,37.520833333,29.020833333,7.291666667,0
12428,"יצחק רגר/ליאונרד ברנשטיין","יצחק רגר",50,"באר שבע",34799042,31252787,"תחנה רגילה",רגילה,12,31.111111111,1.114559387,561,10,89,107,106,141,99,9,77.416666667,0.083333333,9.416666667,16.229166667,20.270833333,20.354166667,10.729166667,0.333333333
11711,"מרכז חן/ביאליק","חיים נחמן ביאליק",15,"באר שבע",34792226,31254757,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,1.5,0,0.5,0.5,0,0,0.5,0
11146,"מרכז חן/אליעזר בן יהודה","אליעזר בן יהודה",5,"באר שבע",34792600,31254380,"תחנה רגילה",רגילה,2,3.715846995,1.283060109,61,1,13,12,12,14,9,0,55.0625,1.208333333,17.333333333,15.5,10.3125,8.0625,2.645833333,0
12466,"שמעוני/בן יהודה",שמעוני,10,"באר שבע",34795501,31254218,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,1,0,0.5,0.25,0,0.25,0,0
13553,"אליעזר בן יהודה/שמעוני","אליעזר בן יהודה",25,"באר שבע",34795175,31254449,"תחנה רגילה",רגילה,2,11.961722488,1.145933014,57,0,5,11,12,16,13,0,13.125,0,0.6875,3.104166667,3.4375,4.520833333,1.375,0
11175,"שמעוני/בן יהודה",שמעוני,5,"באר שבע",34795611,31254632,"תחנה רגילה",רגילה,2,2.575757576,1.188888889,61,1,13,12,12,14,9,0,48.4375,0.9375,16.6875,14.104166667,8.0625,6.75,1.895833333,0
11172,טשרניחובסקי,טשרניחובסקי,7,"באר שבע",34795050,31256561,"תחנה רגילה",רגילה,1,7.306889353,1.457202505,91,3,18,18,18,21,13,0,24.395833333,0.3125,4.3125,8.5,4.604166667,5.291666667,1.375,0
11132,"דרך מצדה/חז""""ל","דרך מצדה",43,"באר שבע",34792430,31258270,"תחנה רגילה",רגילה,8,6.980586534,1.495249897,294,9,61,53,59,77,35,0,80.958333333,1.458333333,23.125,21.5,16.145833333,14.458333333,4.229166667,0.041666667
12310,"רבי עקיבא/רבי טרפון","רבי עקיבא",26,"באר שבע",34792608,31259228,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,2.333333333,0,0.166666667,0,0,2,0.166666667,0
19428,חז""""ל/גרץ,חז''ל,11,"באר שבע",34794483,31257656,"תחנה רגילה",רגילה,1,9.411764706,1.176470588,84,0,11,17,18,23,15,0,4.75,0.041666667,0.708333333,0.9375,1.145833333,1.25,0.666666667,0
13086,"דרך מצדה/טשרניחובסקי","דרך מצדה",21,"באר שבע",34794338,31258285,"תחנה רגילה",רגילה,8,15.74983628,1.433202358,294,9,61,53,59,77,35,0,110.541666667,1.354166667,25.25,27.3125,24.458333333,27.145833333,5.020833333,0
13059,"דרך מצדה/יצחק אבינו","דרך מצדה",14,"באר שבע",34794353,31258457,"תחנה רגילה",רגילה,8,29.5367365,1.149896725,281,1,36,56,61,81,46,0,99.3125,0,10.833333333,13.9375,26.479166667,32.666666667,15.145833333,0.25
12309,"יצחק אבינו/רבי עקיבא","יצחק אבינו",28,"באר שבע",34794809,31258855,"תחנה רגילה",רגילה,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,'-,2.333333333,0,0.166666667,0.333333333,1.5,0.333333333,0,0
12300,"יצחק אבינו/שלמה המלך","יצחק אבינו",9,"באר שבע",34794727,31260598,"תחנה רגילה",רגילה,2,30.434782609,1.239130435,52,1,11,9,9,12,10,0,3.325,0,0.925,0.875,0.45,0.825,0.25,0
11714,"סורוקה מיון/ביאליק","חיים נחמן ביאליק",0,"באר שבע",34797772,31255548,"תחנה רגילה",רגילה,2,14.341932663,1.088325317,57,0,5,11,12,16,13,0,79.375,0,4.0625,9.1875,33.604166667,22.75,9.770833333,0
15334,"סורוקה מיון/יצחק רגר","יצחק רגר",0,"באר שבע",34798645,31255067,"תחנה רגילה",רגילה,14,16.942675159,1.377579618,637,21,129,115,115,150,98,9,434.229166667,2.3125,50.8125,81.708333333,149.5625,117.1875,32.645833333,0
11342,"סורוקה מיון/יצחק רגר","יצחק רגר",66,"באר שבע",34798679,31256367,"תחנה רגילה",רגילה,17,29.209121786,1.153323629,765,12,124,147,152,195,130,5,431.895833333,2.1875,52.833333333,67.770833333,158.5,110.958333333,39.645833333,0
19717,"סורוקה מיון/וינגייט",וינגייט,0,"באר שבע",34799765,31255482,"תחנה רגילה",רגילה,1,24.919835089,1.212551535,92,2,15,18,18,23,16,0,50.369565217,0.173913043,4.543478261,11.565217391,15.413043478,12.847826087,5.782608696,0.043478261
12574,"סורוקה מיון/וינגייט",וינגייט,0,"באר שבע",34799979,31255693,"תחנה רגילה",רגילה,1,7.216494845,1.701030928,90,3,15,18,18,21,15,0,4.6875,0.083333333,0.875,0.958333333,1.104166667,1.333333333,0.25,0.083333333
